...1,B2,B3,B4,row,geometry,index_right,...8,latitude,longitude,area_in_meters,confidence,full_plus_code,building
NA,1014,934,785,19001,NA,NA,NA,-15.39007456578736,35.31633759531523,NA,NA,NA,0
NA,1020,894,740,19002,NA,NA,NA,-15.390073596020756,35.316430706599924,NA,NA,NA,0
NA,1017,911,755,19003,NA,NA,NA,-15.390072626215256,35.31652381787802,NA,NA,NA,0
NA,1012,876,749,19004,NA,NA,NA,-15.390071656370854,35.31661692914954,NA,NA,NA,0
NA,1020,895,777,19005,NA,NA,NA,-15.390070686487554,35.316710040414456,NA,NA,NA,0
NA,1017,913,783,19006,NA,NA,NA,-15.39006971656535,35.316803151672794,NA,NA,NA,0
NA,1076,981,920,19007,NA,NA,NA,-15.390068746604245,35.316896262924544,NA,NA,NA,0
NA,1132,1107,1217,19008,NA,NA,NA,-15.390067776604235,35.3169893741697,NA,NA,NA,0
NA,1096,1009,1062,19009,NA,NA,NA,-15.390066806565333,35.31708248540827,NA,NA,NA,0
NA,1085,1016,1041,19010,NA,NA,NA,-15.390065836487524,35.31717559664025,NA,NA,NA,0
NA,1149,1081,1133,19011,NA,NA,NA,-15.390064866370814,35.31726870786564,NA,NA,NA,0
NA,1165,1156,1247,19012,NA,NA,NA,-15.390063896215205,35.31736181908444,NA,NA,NA,0
NA,1210,1137,1315,19013,NA,NA,NA,-15.390062926020692,35.31745493029665,NA,NA,NA,0
NA,1084,1015,1133,19014,NA,NA,NA,-15.390061955787282,35.317548041502256,NA,NA,NA,0
NA,1108,978,1022,19015,NA,NA,NA,-15.390060985514967,35.31764115270129,NA,NA,NA,0
NA,1056,976,930,19016,NA,NA,NA,-15.390060015203757,35.317734263893726,NA,NA,NA,0
NA,1050,927,871,19017,NA,NA,NA,-15.39005904485364,35.31782737507957,NA,NA,NA,0
NA,1048,933,930,19018,NA,NA,NA,-15.390058074464626,35.31792048625882,NA,NA,NA,0
NA,1070,966,946,19019,NA,NA,NA,-15.390057104036709,35.31801359743148,NA,NA,NA,0
NA,1081,966,958,19020,NA,NA,NA,-15.390056133569889,35.318106708597554,NA,NA,NA,0
NA,1043,904,862,19021,NA,NA,NA,-15.39005516306417,35.31819981975703,NA,NA,NA,0
NA,1009,881,810,19022,NA,NA,NA,-15.390054192519552,35.31829293090991,NA,NA,NA,0
NA,1012,835,771,19023,NA,NA,NA,-15.390053221936032,35.318386042056204,NA,NA,NA,0
NA,998,860,779,19024,NA,NA,NA,-15.39005225131361,35.3184791531959,NA,NA,NA,0
NA,1023,867,763,19025,NA,NA,NA,-15.39005128065229,35.318572264329006,NA,NA,NA,0
NA,1042,925,849,19026,NA,NA,NA,-15.390050309952068,35.31866537545552,NA,NA,NA,0
NA,1082,986,1049,19027,NA,NA,NA,-15.390049339212943,35.31875848657543,NA,NA,NA,0
NA,1099,1002,1087,19028,NA,NA,NA,-15.390048368434918,35.31885159768875,NA,NA,NA,0
NA,1080,982,950,19029,NA,NA,NA,-15.390047397617993,35.31894470879548,NA,NA,NA,0
NA,1069,952,871,19030,NA,NA,NA,-15.390046426762169,35.31903781989561,NA,NA,NA,0
NA,1029,908,820,19031,NA,NA,NA,-15.39004545586744,35.31913093098915,NA,NA,NA,0
NA,1025,896,837,19032,NA,NA,NA,-15.390044484933812,35.31922404207609,NA,NA,NA,0
NA,1079,949,997,19033,NA,NA,NA,-15.390043513961285,35.31931715315644,NA,NA,NA,0
NA,1098,980,1031,19034,NA,NA,NA,-15.390042542949857,35.319410264230186,NA,NA,NA,0
NA,1086,979,1047,19035,NA,NA,NA,-15.390041571899523,35.31950337529734,NA,NA,NA,0
NA,1124,1000,1130,19036,NA,NA,NA,-15.390040600810297,35.3195964863579,NA,NA,NA,0
NA,1132,1040,1186,19037,NA,NA,NA,-15.390039629682166,35.31968959741186,NA,NA,NA,0
NA,1129,1056,1211,19038,NA,NA,NA,-15.390038658515133,35.31978270845922,NA,NA,NA,0
NA,1185,1069,1242,19039,NA,NA,NA,-15.3900376873092,35.31987581949999,NA,NA,NA,0
NA,1132,1044,1030,19041,NA,NA,NA,-15.390035744780636,35.32006204156173,NA,NA,NA,0
NA,1131,1090,1204,19042,NA,NA,NA,-15.390034773458,35.3201551525827,NA,NA,NA,0
NA,1153,1098,1369,19043,NA,NA,NA,-15.390033802096465,35.32024826359708,NA,NA,NA,0
NA,1119,1069,1326,19044,NA,NA,NA,-15.390032830696027,35.32034137460486,NA,NA,NA,0
NA,1184,1149,1445,19045,NA,NA,NA,-15.390031859256691,35.320434485606036,NA,NA,NA,0
NA,1224,1257,1635,19046,NA,NA,NA,-15.390030887778456,35.32052759660061,NA,NA,NA,0
NA,1180,1169,1396,19047,NA,NA,NA,-15.390029916261318,35.32062070758859,NA,NA,NA,0
NA,1209,1166,1315,19048,NA,NA,NA,-15.39002894470528,35.32071381856997,NA,NA,NA,0
NA,1273,1228,1421,19049,NA,NA,NA,-15.39002797311034,35.32080692954475,NA,NA,NA,0
NA,1211,1203,1348,19050,NA,NA,NA,-15.3900270014765,35.32090004051293,NA,NA,NA,0
NA,1312,1316,1538,19051,NA,NA,NA,-15.390026029803764,35.32099315147451,NA,NA,NA,0
NA,1259,1291,1531,19052,NA,NA,NA,-15.390025058092125,35.32108626242949,NA,NA,NA,0
NA,1106,1034,1113,19053,NA,NA,NA,-15.390024086341583,35.321179373377866,NA,NA,NA,0
NA,1157,1060,1249,19055,NA,NA,NA,-15.3900221427238,35.321365595254825,NA,NA,NA,0
NA,1113,1062,1397,19056,NA,NA,NA,-15.390021170856558,35.3214587061834,NA,NA,NA,0
NA,1091,1005,1295,19057,NA,NA,NA,-15.390020198950417,35.321551817105366,NA,NA,NA,0
NA,1092,949,1167,19058,NA,NA,NA,-15.390019227005372,35.32164492802073,NA,NA,NA,0
NA,1136,1039,1201,19059,NA,NA,NA,-15.390018255021433,35.321738038929496,NA,NA,NA,0
NA,1170,1122,1297,19060,NA,NA,NA,-15.390017282998588,35.32183114983167,NA,NA,NA,0
NA,1102,982,1044,19061,NA,NA,NA,-15.390016310936842,35.32192426072723,NA,NA,NA,0
NA,1022,852,875,19062,NA,NA,NA,-15.390015338836196,35.322017371616184,NA,NA,NA,0
NA,999,829,747,19063,NA,NA,NA,-15.390014366696652,35.32211048249854,NA,NA,NA,0
NA,1013,911,806,19064,NA,NA,NA,-15.390013394518208,35.32220359337429,NA,NA,NA,0
NA,1026,922,848,19065,NA,NA,NA,-15.39001242230086,35.322296704243435,NA,NA,NA,0
NA,993,903,793,19066,NA,NA,NA,-15.390011450044616,35.32238981510597,NA,NA,NA,0
NA,1005,886,774,19067,NA,NA,NA,-15.390010477749469,35.322482925961914,NA,NA,NA,0
NA,1035,893,924,19068,NA,NA,NA,-15.390009505415424,35.32257603681125,NA,NA,NA,0
NA,1068,991,1139,19069,NA,NA,NA,-15.390008533042476,35.322669147653976,NA,NA,NA,0
NA,1141,1071,1214,19070,NA,NA,NA,-15.390007560630629,35.322762258490094,NA,NA,NA,0
NA,1169,1155,1231,19071,NA,NA,NA,-15.390006588179885,35.32285536931961,NA,NA,NA,0
NA,1148,1133,1208,19072,NA,NA,NA,-15.390005615690232,35.32294848014252,NA,NA,NA,0
NA,1180,1111,1255,19073,NA,NA,NA,-15.390004643161689,35.32304159095883,NA,NA,NA,0
NA,1226,1124,1144,19077,NA,NA,NA,-15.390000752658493,35.32341403415798,NA,NA,NA,0
NA,1142,1044,1083,19078,NA,NA,NA,-15.389999779935444,35.323507144941246,NA,NA,NA,0
NA,1102,1016,1073,19079,NA,NA,NA,-15.389998807173496,35.323600255717906,NA,NA,NA,0
NA,1090,1016,967,19080,NA,NA,NA,-15.389997834372643,35.32369336648796,NA,NA,NA,0
NA,1044,971,981,19081,NA,NA,NA,-15.389996861532897,35.3237864772514,NA,NA,NA,0
NA,1056,995,1210,19082,NA,NA,NA,-15.389995888654248,35.32387958800824,NA,NA,NA,0
NA,1128,1072,1447,19083,NA,NA,NA,-15.3899949157367,35.32397269875847,NA,NA,NA,0
NA,1084,1018,1275,19084,NA,NA,NA,-15.389993942780247,35.32406580950209,NA,NA,NA,0
NA,1125,1001,1224,19085,NA,NA,NA,-15.389992969784895,35.3241589202391,NA,NA,NA,0
NA,1141,1059,1261,19086,NA,NA,NA,-15.389991996750648,35.3242520309695,NA,NA,NA,0
NA,1023,890,857,19087,NA,NA,NA,-15.3899910236775,35.324345141693286,NA,NA,NA,0
NA,1089,964,1155,19088,NA,NA,NA,-15.38999005056545,35.32443825241046,NA,NA,NA,0
NA,1115,1015,1170,19089,NA,NA,NA,-15.389989077414498,35.32453136312103,NA,NA,NA,0
NA,1142,986,1068,19090,NA,NA,NA,-15.38998810422465,35.32462447382499,NA,NA,NA,0
NA,1017,859,829,19091,NA,NA,NA,-15.389987130995898,35.32471758452234,NA,NA,NA,0
NA,968,801,688,19092,NA,NA,NA,-15.389986157728249,35.324810695213074,NA,NA,NA,0
NA,1014,870,777,19093,NA,NA,NA,-15.389985184421697,35.3249038058972,NA,NA,NA,0
NA,1039,919,850,19094,NA,NA,NA,-15.38998421107625,35.32499691657471,NA,NA,NA,0
NA,1032,885,823,19095,NA,NA,NA,-15.389983237691895,35.325090027245615,NA,NA,NA,0
NA,1003,894,844,19096,NA,NA,NA,-15.38998226426865,35.3251831379099,NA,NA,NA,0
NA,972,807,683,19097,NA,NA,NA,-15.389981290806496,35.325276248567576,NA,NA,NA,0
NA,978,824,654,19098,NA,NA,NA,-15.389980317305444,35.32536935921864,NA,NA,NA,0
NA,988,918,662,19099,NA,NA,NA,-15.389979343765498,35.32546246986309,NA,NA,NA,0
NA,987,921,648,19100,NA,NA,NA,-15.389978370186649,35.325555580500925,NA,NA,NA,0
NA,995,885,722,19101,NA,NA,NA,-15.3899773965689,35.32564869113215,NA,NA,NA,0
NA,984,862,670,19102,NA,NA,NA,-15.38997642291225,35.32574180175676,NA,NA,NA,0
NA,983,896,687,19103,NA,NA,NA,-15.3899754492167,35.32583491237475,NA,NA,NA,0
NA,1040,909,830,19104,NA,NA,NA,-15.38997447548225,35.32592802298614,NA,NA,NA,0
NA,1008,900,893,19105,NA,NA,NA,-15.3899735017089,35.326021133590906,NA,NA,NA,0
NA,1016,916,859,19106,NA,NA,NA,-15.389972527896653,35.32611424418905,NA,NA,NA,0
NA,1009,877,820,19107,NA,NA,NA,-15.389971554045504,35.326207354780585,NA,NA,NA,0
NA,985,865,713,19108,NA,NA,NA,-15.389970580155456,35.326300465365506,NA,NA,NA,0
NA,1009,897,679,19109,NA,NA,NA,-15.389969606226506,35.32639357594381,NA,NA,NA,0
NA,1003,891,664,19110,NA,NA,NA,-15.38996863225866,35.3264866865155,NA,NA,NA,0
NA,1006,872,717,19111,NA,NA,NA,-15.38996765825191,35.326579797080576,NA,NA,NA,0
NA,1052,983,1041,19112,NA,NA,NA,-15.389966684206264,35.326672907639036,NA,NA,NA,0
NA,1066,935,893,19113,NA,NA,NA,-15.389965710121714,35.326766018190874,NA,NA,NA,0
NA,1032,961,935,19114,NA,NA,NA,-15.389964735998268,35.326859128736096,NA,NA,NA,0
NA,1053,977,943,19115,NA,NA,NA,-15.389963761835922,35.326952239274696,NA,NA,NA,0
NA,1132,1053,1081,19116,NA,NA,NA,-15.389962787634676,35.32704534980669,NA,NA,NA,0
NA,1238,1175,1363,19117,NA,NA,NA,-15.389961813394528,35.32713846033206,NA,NA,NA,0
NA,1246,1219,1510,19118,NA,NA,NA,-15.38996083911548,35.32723157085081,NA,NA,NA,0
NA,1225,1208,1447,19119,NA,NA,NA,-15.389959864797534,35.327324681362946,NA,NA,NA,0
NA,1333,1370,1715,19121,NA,NA,NA,-15.389957916044946,35.32751090236736,NA,NA,NA,0
NA,1404,1391,1594,19123,NA,NA,NA,-15.389955967136755,35.32769712334529,NA,NA,NA,0
NA,1109,1031,1139,19124,NA,NA,NA,-15.389954992624313,35.32779023382433,NA,NA,NA,0
NA,1022,904,902,19125,NA,NA,NA,-15.38995401807297,35.327883344296744,NA,NA,NA,0
NA,1051,966,990,19126,NA,NA,NA,-15.389953043482729,35.32797645476254,NA,NA,NA,0
NA,1097,1009,1115,19127,NA,NA,NA,-15.389952068853583,35.32806956522172,NA,NA,NA,0
NA,1349,1344,1619,19128,NA,NA,NA,-15.390235588966243,35.30954145038619,NA,NA,NA,0
NA,1201,1107,1338,19130,NA,NA,NA,-15.39023365506188,35.30972767398956,NA,NA,NA,0
NA,1031,914,1053,19131,NA,NA,NA,-15.39023268805134,35.3098207857814,NA,NA,NA,0
NA,994,864,855,19132,NA,NA,NA,-15.390231721001904,35.309913897566666,NA,NA,NA,0
NA,1035,933,871,19133,NA,NA,NA,-15.390230753913563,35.310007009345355,NA,NA,NA,0
NA,1045,944,898,19134,NA,NA,NA,-15.39022978678632,35.31010012111748,NA,NA,NA,0
NA,1023,928,850,19135,NA,NA,NA,-15.390228819620177,35.31019323288304,NA,NA,NA,0
NA,1029,923,840,19136,NA,NA,NA,-15.390227852415126,35.31028634464203,NA,NA,NA,0
NA,1035,929,910,19137,NA,NA,NA,-15.39022688517118,35.31037945639444,NA,NA,NA,0
NA,1040,903,888,19138,NA,NA,NA,-15.390225917888326,35.310472568140284,NA,NA,NA,0
NA,1009,852,812,19139,NA,NA,NA,-15.390224950566576,35.31056567987956,NA,NA,NA,0
NA,1041,943,954,19140,NA,NA,NA,-15.390223983205921,35.31065879161226,NA,NA,NA,0
NA,1153,1088,1253,19141,NA,NA,NA,-15.39022301580636,35.3107519033384,NA,NA,NA,0
NA,1194,1151,1445,19142,NA,NA,NA,-15.3902220483679,35.31084501505796,NA,NA,NA,0
NA,1150,1118,1347,19143,NA,NA,NA,-15.390221080890536,35.31093812677094,NA,NA,NA,0
NA,1058,998,1054,19144,NA,NA,NA,-15.390220113374273,35.31103123847736,NA,NA,NA,0
NA,1012,937,960,19145,NA,NA,NA,-15.390219145819108,35.3111243501772,NA,NA,NA,0
NA,1053,968,1089,19146,NA,NA,NA,-15.390218178225036,35.31121746187048,NA,NA,NA,0
NA,1050,938,940,19147,NA,NA,NA,-15.390217210592066,35.31131057355717,NA,NA,NA,0
NA,1003,920,822,19148,NA,NA,NA,-15.390216242920197,35.3114036852373,NA,NA,NA,0
NA,992,941,861,19149,NA,NA,NA,-15.39021527520942,35.31149679691085,NA,NA,NA,0
NA,1123,1047,1040,19150,NA,NA,NA,-15.390214307459743,35.31158990857783,NA,NA,NA,0
NA,1066,1015,993,19151,NA,NA,NA,-15.390213339671169,35.311683020238235,NA,NA,NA,0
NA,987,871,729,19152,NA,NA,NA,-15.390212371843685,35.31177613189207,NA,NA,NA,0
NA,1006,836,796,19153,NA,NA,NA,-15.390211403977302,35.31186924353932,NA,NA,NA,0
NA,1011,890,853,19154,NA,NA,NA,-15.390210436072016,35.31196235518,NA,NA,NA,0
NA,1002,844,832,19155,NA,NA,NA,-15.390209468127832,35.3120554668141,NA,NA,NA,0
NA,978,807,747,19156,NA,NA,NA,-15.39020850014474,35.31214857844164,NA,NA,NA,0
NA,979,810,785,19157,NA,NA,NA,-15.390207532122751,35.312241690062585,NA,NA,NA,0
NA,1022,895,927,19158,NA,NA,NA,-15.39020656406186,35.31233480167697,NA,NA,NA,0
NA,1062,941,1032,19159,NA,NA,NA,-15.390205595962064,35.31242791328477,NA,NA,NA,0
NA,1003,937,844,19160,NA,NA,NA,-15.39020462782337,35.312521024885996,NA,NA,NA,0
NA,1021,955,862,19161,NA,NA,NA,-15.39020365964577,35.31261413648065,NA,NA,NA,0
NA,1073,965,919,19162,NA,NA,NA,-15.390202691429272,35.31270724806872,NA,NA,NA,0
NA,1087,988,1037,19163,NA,NA,NA,-15.390201723173869,35.31280035965022,NA,NA,NA,0
NA,1184,1113,1206,19164,NA,NA,NA,-15.390200754879563,35.31289347122514,NA,NA,NA,0
NA,1133,1078,1293,19165,NA,NA,NA,-15.39019978654636,35.31298658279347,NA,NA,NA,0
NA,1189,1161,1433,19166,NA,NA,NA,-15.390198818174255,35.31307969435524,NA,NA,NA,0
NA,1383,1347,1644,19167,NA,NA,NA,-15.390197849763243,35.31317280591042,NA,NA,NA,0
NA,1636,1642,1894,19169,NA,NA,NA,-15.390195912824522,35.31335902900105,NA,NA,NA,0
NA,1583,1632,1892,19170,NA,NA,NA,-15.390194944296807,35.3134521405365,NA,NA,NA,0
NA,1145,1030,1190,19172,NA,NA,NA,-15.39019300712467,35.31363836358766,NA,NA,NA,0
NA,1148,1095,1273,19173,NA,NA,NA,-15.39019203848025,35.31373147510337,NA,NA,NA,0
NA,1200,1155,1347,19174,NA,NA,NA,-15.39019106979693,35.3138245866125,NA,NA,NA,0
NA,1235,1114,1312,19175,NA,NA,NA,-15.390190101074708,35.31391769811505,NA,NA,NA,0
NA,1131,1058,1225,19176,NA,NA,NA,-15.390189132313584,35.31401080961102,NA,NA,NA,0
NA,1242,1187,1345,19177,NA,NA,NA,-15.390188163513558,35.3141039211004,NA,NA,NA,0
NA,1237,1224,1487,19178,NA,NA,NA,-15.39018719467463,35.31419703258321,NA,NA,NA,0
NA,1253,1243,1498,19179,NA,NA,NA,-15.390186225796802,35.314290144059434,NA,NA,NA,0
NA,1215,1130,1312,19180,NA,NA,NA,-15.390185256880068,35.31438325552908,NA,NA,NA,0
NA,1084,1002,1024,19181,NA,NA,NA,-15.390184287924434,35.31447636699214,NA,NA,NA,0
NA,1074,996,997,19182,NA,NA,NA,-15.3901833189299,35.31456947844862,NA,NA,NA,0
NA,1053,961,878,19183,NA,NA,NA,-15.390182349896463,35.31466258989851,NA,NA,NA,0
NA,1085,1068,1071,19184,NA,NA,NA,-15.390181380824124,35.314755701341824,NA,NA,NA,0
NA,1213,1198,1324,19187,NA,NA,NA,-15.390178473373703,35.31503503563227,NA,NA,NA,0
NA,1126,1051,1107,19188,NA,NA,NA,-15.39017750414576,35.31512814704925,NA,NA,NA,0
NA,1144,1051,1130,19189,NA,NA,NA,-15.390176534878917,35.315221258459644,NA,NA,NA,0
NA,1119,1039,1090,19190,NA,NA,NA,-15.390175565573166,35.31531436986346,NA,NA,NA,0
NA,1216,1273,1393,19192,NA,NA,NA,-15.39017362684497,35.31550059265133,NA,NA,NA,0
NA,1138,1052,1107,19193,NA,NA,NA,-15.390172657422516,35.31559370403539,NA,NA,NA,0
NA,1077,993,990,19194,NA,NA,NA,-15.390171687961164,35.31568681541286,NA,NA,NA,0
NA,1065,989,963,19195,NA,NA,NA,-15.390170718460908,35.31577992678375,NA,NA,NA,0
NA,1053,955,940,19196,NA,NA,NA,-15.390169748921751,35.315873038148055,NA,NA,NA,0
NA,1065,991,923,19197,NA,NA,NA,-15.390168779343696,35.31596614950576,NA,NA,NA,0
NA,990,873,751,19198,NA,NA,NA,-15.39016780972674,35.316059260856896,NA,NA,NA,0
NA,944,774,607,19199,NA,NA,NA,-15.390166840070876,35.31615237220143,NA,NA,NA,0
NA,969,811,635,19200,NA,NA,NA,-15.390165870376114,35.31624548353939,NA,NA,NA,0
NA,980,832,677,19201,NA,NA,NA,-15.390164900642452,35.31633859487076,NA,NA,NA,0
NA,980,833,680,19202,NA,NA,NA,-15.390163930869887,35.31643170619554,NA,NA,NA,0
NA,996,859,685,19203,NA,NA,NA,-15.390162961058422,35.316524817513724,NA,NA,NA,0
NA,972,805,651,19204,NA,NA,NA,-15.390161991208055,35.31661792882533,NA,NA,NA,0
NA,967,775,665,19205,NA,NA,NA,-15.390161021318788,35.31671104013035,NA,NA,NA,0
NA,993,843,703,19206,NA,NA,NA,-15.390160051390616,35.31680415142878,NA,NA,NA,0
NA,1084,957,943,19207,NA,NA,NA,-15.390159081423544,35.316897262720616,NA,NA,NA,0
NA,1157,1125,1251,19208,NA,NA,NA,-15.390158111417572,35.31699037400587,NA,NA,NA,0
NA,1143,1065,1110,19209,NA,NA,NA,-15.3901571413727,35.31708348528453,NA,NA,NA,0
NA,1069,992,955,19210,NA,NA,NA,-15.390156171288924,35.3171765965566,NA,NA,NA,0
NA,1082,989,995,19211,NA,NA,NA,-15.390155201166246,35.31726970782208,NA,NA,NA,0
NA,1139,1151,1292,19212,NA,NA,NA,-15.39015423100467,35.31736281908097,NA,NA,NA,0
NA,1199,1170,1399,19213,NA,NA,NA,-15.390153260804194,35.317455930333274,NA,NA,NA,0
NA,1130,1110,1301,19214,NA,NA,NA,-15.390152290564812,35.31754904157898,NA,NA,NA,0
NA,1083,1007,1042,19215,NA,NA,NA,-15.390151320286533,35.3176421528181,NA,NA,NA,0
NA,1023,909,884,19216,NA,NA,NA,-15.39015034996935,35.317735264050626,NA,NA,NA,0
NA,1044,909,848,19217,NA,NA,NA,-15.390149379613266,35.31782837527656,NA,NA,NA,0
NA,1100,965,914,19218,NA,NA,NA,-15.390148409218282,35.31792148649591,NA,NA,NA,0
NA,1074,994,968,19219,NA,NA,NA,-15.390147438784396,35.31801459770867,NA,NA,NA,0
NA,1068,999,966,19220,NA,NA,NA,-15.39014646831161,35.31810770891482,NA,NA,NA,0
NA,1055,949,896,19221,NA,NA,NA,-15.39014549779992,35.31820082011439,NA,NA,NA,0
NA,994,868,796,19222,NA,NA,NA,-15.390144527249332,35.318293931307366,NA,NA,NA,0
NA,1029,871,792,19223,NA,NA,NA,-15.39014355665984,35.31838704249375,NA,NA,NA,0
NA,1059,925,913,19224,NA,NA,NA,-15.39014258603145,35.318480153673534,NA,NA,NA,0
NA,1024,897,814,19225,NA,NA,NA,-15.390141615364158,35.318573264846734,NA,NA,NA,0
NA,1046,937,869,19226,NA,NA,NA,-15.390140644657963,35.31866637601334,NA,NA,NA,0
NA,1110,1004,1105,19227,NA,NA,NA,-15.390139673912868,35.31875948717334,NA,NA,NA,0
NA,1102,999,1104,19228,NA,NA,NA,-15.390138703128873,35.31885259832676,NA,NA,NA,0
NA,1088,979,1005,19229,NA,NA,NA,-15.390137732305975,35.318945709473574,NA,NA,NA,0
NA,1076,937,917,19230,NA,NA,NA,-15.39013676144418,35.3190388206138,NA,NA,NA,0
NA,1042,893,832,19231,NA,NA,NA,-15.39013579054348,35.31913193174743,NA,NA,NA,0
NA,1053,893,889,19232,NA,NA,NA,-15.39013481960388,35.319225042874464,NA,NA,NA,0
NA,1080,958,1022,19233,NA,NA,NA,-15.390133848625378,35.3193181539949,NA,NA,NA,0
NA,1101,1001,1055,19234,NA,NA,NA,-15.39013287760798,35.31941126510874,NA,NA,NA,0
NA,1103,965,1016,19235,NA,NA,NA,-15.390131906551677,35.31950437621599,NA,NA,NA,0
NA,1118,975,1049,19236,NA,NA,NA,-15.390130935456472,35.319597487316635,NA,NA,NA,0
NA,1145,1037,1157,19237,NA,NA,NA,-15.390129964322368,35.31969059841069,NA,NA,NA,0
NA,1168,1051,1179,19238,NA,NA,NA,-15.390128993149364,35.31978370949815,NA,NA,NA,0
NA,1153,1045,1171,19239,NA,NA,NA,-15.390128021937455,35.319876820579005,NA,NA,NA,0
NA,1098,990,975,19240,NA,NA,NA,-15.39012705068665,35.31996993165326,NA,NA,NA,0
NA,1124,986,1044,19241,NA,NA,NA,-15.39012607939694,35.32006304272093,NA,NA,NA,0
NA,1103,1047,1187,19242,NA,NA,NA,-15.390125108068332,35.320156153781994,NA,NA,NA,0
NA,1131,1029,1310,19243,NA,NA,NA,-15.39012413670082,35.320249264836455,NA,NA,NA,0
NA,1139,1092,1363,19244,NA,NA,NA,-15.39012316529441,35.32034237588433,NA,NA,NA,0
NA,1212,1218,1524,19245,NA,NA,NA,-15.390122193849098,35.320435486925604,NA,NA,NA,0
NA,1297,1307,1618,19246,NA,NA,NA,-15.390121222364888,35.32052859796026,NA,NA,NA,0
NA,1335,1299,1506,19247,NA,NA,NA,-15.390120250841774,35.32062170898834,NA,NA,NA,0
NA,1237,1213,1417,19248,NA,NA,NA,-15.39011927927976,35.32071482000981,NA,NA,NA,0
NA,1234,1202,1367,19249,NA,NA,NA,-15.390118307678843,35.32080793102468,NA,NA,NA,0
NA,1245,1178,1373,19250,NA,NA,NA,-15.39011733603903,35.32090104203296,NA,NA,NA,0
NA,1261,1218,1414,19251,NA,NA,NA,-15.390116364360312,35.320994153034626,NA,NA,NA,0
NA,1232,1227,1382,19252,NA,NA,NA,-15.390115392642697,35.3210872640297,NA,NA,NA,0
NA,1096,994,1075,19253,NA,NA,NA,-15.390114420886178,35.321180375018166,NA,NA,NA,0
NA,1062,954,1049,19254,NA,NA,NA,-15.39011344909076,35.32127348600003,NA,NA,NA,0
NA,1150,1079,1188,19255,NA,NA,NA,-15.39011247725644,35.321366596975295,NA,NA,NA,0
NA,1118,1027,1288,19256,NA,NA,NA,-15.39011150538322,35.321459707943966,NA,NA,NA,0
NA,1069,967,1216,19257,NA,NA,NA,-15.3901105334711,35.32155281890603,NA,NA,NA,0
NA,1124,1052,1265,19258,NA,NA,NA,-15.39010956152008,35.32164592986148,NA,NA,NA,0
NA,1189,1113,1323,19259,NA,NA,NA,-15.390108589530156,35.32173904081034,NA,NA,NA,0
NA,1096,1017,1109,19261,NA,NA,NA,-15.390106645433612,35.321925262688254,NA,NA,NA,0
NA,1027,905,875,19262,NA,NA,NA,-15.390105673326987,35.322018373617304,NA,NA,NA,0
NA,995,843,728,19263,NA,NA,NA,-15.390104701181464,35.322111484539754,NA,NA,NA,0
NA,997,860,748,19264,NA,NA,NA,-15.39010372899704,35.32220459545559,NA,NA,NA,0
NA,997,837,739,19265,NA,NA,NA,-15.390102756773713,35.32229770636482,NA,NA,NA,0
NA,1001,835,725,19266,NA,NA,NA,-15.390101784511485,35.32239081726746,NA,NA,NA,0
NA,1025,896,819,19267,NA,NA,NA,-15.39010081221036,35.322483928163486,NA,NA,NA,0
NA,1075,948,930,19268,NA,NA,NA,-15.390099839870333,35.322577039052916,NA,NA,NA,0
NA,1079,1021,1092,19269,NA,NA,NA,-15.390098867491403,35.32267014993573,NA,NA,NA,0
NA,1141,1104,1196,19270,NA,NA,NA,-15.390097895073575,35.322763260811946,NA,NA,NA,0
NA,1164,1144,1179,19271,NA,NA,NA,-15.390096922616843,35.32285637168155,NA,NA,NA,0
NA,1141,1103,1094,19272,NA,NA,NA,-15.390095950121216,35.32294948254456,NA,NA,NA,0
NA,1122,1049,1040,19273,NA,NA,NA,-15.390094977586688,35.32304259340095,NA,NA,NA,0
NA,1444,1289,1336,19276,NA,NA,NA,-15.390092059749694,35.32332192593049,NA,NA,NA,0
NA,1295,1304,1373,19277,NA,NA,NA,-15.39009108705956,35.323415036760466,NA,NA,NA,0
NA,1114,1039,1027,19278,NA,NA,NA,-15.39009011433053,35.32350814758382,NA,NA,NA,0
NA,1019,898,793,19279,NA,NA,NA,-15.390089141562598,35.32360125840058,NA,NA,NA,0
NA,1006,871,743,19280,NA,NA,NA,-15.390088168755764,35.32369436921072,NA,NA,NA,0
NA,1052,933,976,19281,NA,NA,NA,-15.390087195910032,35.32378748001426,NA,NA,NA,0
NA,1092,993,1218,19282,NA,NA,NA,-15.3900862230254,35.323880590811186,NA,NA,NA,0
NA,1119,1061,1400,19283,NA,NA,NA,-15.390085250101864,35.3239737016015,NA,NA,NA,0
NA,1114,1061,1317,19284,NA,NA,NA,-15.390084277139431,35.32406681238521,NA,NA,NA,0
NA,1063,953,1128,19285,NA,NA,NA,-15.390083304138097,35.32415992316231,NA,NA,NA,0
NA,1007,962,1008,19286,NA,NA,NA,-15.39008233109786,35.324253033932806,NA,NA,NA,0
NA,1075,897,930,19287,NA,NA,NA,-15.390081358018726,35.32434614469668,NA,NA,NA,0
NA,1163,1131,1352,19288,NA,NA,NA,-15.390080384900688,35.32443925545395,NA,NA,NA,0
NA,1126,1028,1262,19289,NA,NA,NA,-15.390079411743754,35.324532366204615,NA,NA,NA,0
NA,1139,1019,1157,19290,NA,NA,NA,-15.390078438547915,35.32462547694866,NA,NA,NA,0
